1058,1019,Gabriel Aguirre Gonzalez,23/12/2020,20,583.81,Banorte,839298482
1059,1020,Irack Francisco Alanis Irigoyen,23/12/2020,17,365.88,Banorte,489289491
1060,1021,Omar Dávila Rosales,23/12/2020,11,056.22,Banorte,3828942894
1061,1022,Edgar Orlando Gamez Guerrero,23/12/2020,3,480.00,Banorte,49829832983
1062,1023,Daniel Alejandro Hernandez Jacobo,23/12/2020,27,454.72,Banorte,3893891893
1063,1024,Jesus Antonio Martinez Rodriguez,23/12/2020,23,235.60,Banorte,38929833
1064,1025,Alfonso Mata De Anda,23/12/2020,161,576.76,Banorte,389298338
1065,1026,Rene Hernandez Miramontes,23/12/2020,8,450.04,Banorte,8932893892
1066,1027,Ana Alejandra Moreira Cardenas,23/12/2020,11,700.39,Banorte,389289332
1067,1028,Omar Diego Gallegos Maldonado,23/12/2020,5,106.80,Banorte,3892893892
