1078,1019,Gabriel Aguirre Gonzalez,06/01/2021,21,914.16,Banorte,839298482
1079,1020,Irack Francisco Alanis Irigoyen,06/01/2021,18,502.38,Banorte,489289491
1080,1021,Omar Dávila Rosales,06/01/2021,11,812.62,Banorte,3828942894
1081,1022,Edgar Orlando Gamez Guerrero,06/01/2021,3,780.00,Banorte,49829832983
1082,1023,Daniel Alejandro Hernandez Jacobo,06/01/2021,29,198.98,Banorte,3893891893
1083,1024,Jesus Antonio Martinez Rodriguez,06/01/2021,24,725.70,Banorte,38929833
1084,1025,Alfonso Mata De Anda,06/01/2021,162,975.36,Banorte,389298338
1085,1026,Rene Hernandez Miramontes,06/01/2021,9,049.44,Banorte,8932893892
1086,1027,Ana Alejandra Moreira Cardenas,06/01/2021,12,495.59,Banorte,389289332
1087,1028,Omar Diego Gallegos Maldonado,06/01/2021,5,504.80,Banorte,3892893892
